CPU,translated,scaled,one_sec,two_sec,two_half_sec,five_sec,ten_sec
17.968,14.562197894408932,1.856527716018609,1.8658486169643935,1.8406056906948076,1.9043504540018426,2.305999124847993,2.6624031792491056
18.114222222222224,14.708420116631157,1.875169517910178,1.8232104530634654,1.9043504540018426,2.0478375552888193,2.3391798838655498,2.73092239160045
17.03777777777778,13.631975672186712,1.7379341252616096,1.8406056906948076,2.0478375552888193,2.1030722240574256,2.340657388749744,2.7943149183317897
18.252444444444443,14.846642338853375,1.8927914035888334,1.916306138497651,2.1030722240574256,2.156574316904824,2.3307059413133553,2.824231116814098
20.34311111111111,16.937309005520042,2.1593295072299834,2.1388320244510326,2.156574316904824,2.2494032186999835,2.3242523872298806,2.828283579794128
25.096,21.690197894408932,2.7652730617237036,2.3129685523028956,2.2985126565351557,2.305999124847993,2.348123553175009,2.8225787540065506
22.50133333333333,19.095531227742264,2.434480236669062,2.4725429431148402,2.416036751818893,2.387445100650244,2.388881482650096,2.814880653079534
23.259111111111107,19.85330900552004,2.5310889668366126,2.68071917457266,2.5326684204163317,2.435619143106814,2.43070388023367,2.7864625555545226
26.874666666666663,23.468864561075595,2.992034433061263,2.693241479186753,2.590683237777212,2.482954587788323,2.4863133859339333,2.7456336036952975
25.488888888888884,22.083086783297816,2.8153622801800755,2.7523682885297673,2.597178120883051,2.5177110658439097,2.582863134592096,2.7082300467122433
24.35644444444444,20.95064233885337,2.670987474041119,2.708823532439584,2.5315635111856762,2.570010102761593,2.6624031792491056,2.6767311133067997
21.892888888888887,18.48708678329782,2.3569099424758786,2.513637067193442,2.562543466152895,2.593507839066862,2.774642125379542,2.6464455116920567
20.750666666666664,17.344864561075596,2.2112885720766955,2.369885543184599,2.6211886483953677,2.6600460395570407,2.887161548468529,2.6257446282839516
20.978666666666665,17.572864561075598,2.2403561841447037,2.372718643776023,2.6346671244590665,2.75010464115722,2.974384216376693,2.621351551679375
24.445333333333327,21.03953122774226,2.6823198764068144,2.533553764351151,2.711706212291358,2.8829770588949963,3.025819157613992,2.601703165812971
26.939111111111107,23.53330900552004,3.000250424776392,2.755697181724691,2.917927604341096,3.0188072336502185,3.052135829007727,2.5884697767579987
27.72044444444445,24.314642338853382,3.099862241570854,3.0535268813981173,3.1450218649981485,3.1618391501088396,3.0449935824167484,2.57478167373546
30.323111111111118,26.91730900552005,3.431674982838408,3.4631365649061685,3.381274123316978,3.338703953830244,3.0256491715785065,2.5735012483930895
37.29688888888889,33.89108678329782,4.320758610439021,3.7564899656451454,3.61692434776013,3.4658138449650635,2.9812573184114872,2.563320704933569
36.14311111111112,32.737309005520046,4.173664027732298,4.006851064909265,3.71693279863739,3.5339272493840745,2.91470211931776,2.5571055474984723
35.575555555555546,32.169753449964475,4.1013066386273325,4.180321814122143,3.707087774082192,3.5342615552538623,2.862097107536203,2.5637786980107564
35.76577777777777,32.35997567218671,4.125557979689922,3.9707290323686113,3.6553128607739223,3.496479325766635,2.815441606996636,2.5838370501980368
30.720888888888886,27.31508678329782,3.4823874834248927,3.6576855825192394,3.554157004157136,3.3912523035999724,2.796796972004476,2.612560440544187
26.321333333333325,22.915531227742257,2.92149022833481,3.30377465663858,3.270011180340287,3.2124099956657544,2.8102711984172877,2.6466284751560574
24.47155555555556,21.065753449964493,2.6856629351046957,2.9279921941921287,2.953709664810778,2.9464271797405233,2.7959187108211347,2.6856841833591303
23.975555555555555,20.569753449964487,2.622428129904116,2.5692933283119626,2.6486626413807004,2.7053869814221874,2.7687294444452406,2.719912288154417
19.46666666666666,16.060864561075594,2.047592019904229,2.249733747102317,2.3533756494880773,2.469044063884432,2.723501826603751,2.751991486151108
16.29511111111111,12.889309005520044,1.6432519034962263,1.9935506261228202,2.135311896966188,2.254889990178708,2.694879011328596,2.790017362289199
16.433777777777774,13.027975672186706,1.6609304511867102,1.7787591047840259,2.018127773753422,2.1547285518695114,2.632627292033241,2.8361048261601853
17.236444444444444,13.830642338853377,1.763262044548938,1.7013304656204138,1.9925165444069508,2.0579101722581945,2.53263583975953,2.8640462807431026
17.037333333333333,13.631531227742265,1.7378774632497807,1.7865218004045271,1.908876332196642,2.003197333636618,2.465154216772407,2.8965447776273243
18.968,15.562197894408932,1.9840172426326796,1.9914824626910814,1.9202441483197297,1.950524327440867,2.393031975016531,2.9276833862276637
22.864444444444445,19.458642338853377,2.480773100332927,2.038993559609258,1.976799918876027,1.9985057190572202,2.3379593326198442,2.964713427507868
18.727111111111103,15.321309005520035,1.9533064322216447,2.1391578310190456,2.0851093544861583,2.0528445884007285,2.3188727339354225,2.997877703031075
20.17999999999999,16.77419789440892,2.1385345488889316,2.167078037347527,2.1380316735339546,2.118844499778537,2.345549209104269,3.0304994397910243
19.843999999999987,16.43819789440892,2.0956980679466035,2.178736246281235,2.2109131862483316,2.2249214521226266,2.387688747301106,3.0509714246646524
23.23022222222221,19.824420116631142,2.5274059360677605,2.237069787458651,2.3159149769179757,2.317019886148631,2.4589893898854687,3.0643677408112002
20.55733333333333,17.15153122774226,2.1866405969313085,2.282668541477617,2.3381760648150878,2.4210286750609815,2.5543855529998907,3.080744478779925
21.610666666666663,18.204864561075595,2.3209295649647963,2.4647519164884244,2.472025902256905,2.4830169160013336,2.690952333908883,3.0894803444535803
25.55688888888888,22.151086783297814,2.8240315679898322,2.497615883348941,2.592291022362845,2.6331882459503433,2.8133904421684446,3.076942457786234
24.261333333333333,20.855531227742265,2.658861803509826,2.706982017055159,2.762206230333487,2.7721801609655943,2.930992447718446,3.0683864940001344
27.126222222222225,23.720420116631157,3.0241051317561816,2.901913503248073,2.8873372007051974,2.9674544523300708,3.0399251654586914,3.0593942327229557
27.726666666666663,24.320864561075595,3.1006555097364514,3.0596605441785494,3.1200622487877046,3.1102653869425607,3.13262988301126,3.047024915540799
30.50622222222222,27.100420116631152,3.4550197317117393,3.277058518061454,3.3243854634411885,3.3290600794170375,3.1854842076448624,3.0401489804054136
31.082222222222217,27.67642011663115,3.5284536990414432,3.53314248052025,3.5182049576519683,3.507936384558352,3.265080168760914,3.0311567191282345
35.160888888888884,31.755086783297816,4.048440981591366,3.7468574236343035,3.699558809260483,3.6370634433142657,3.3332134048840643,3.0106209894912994
34.432,31.026197894408934,3.9555152821926662,3.976749371125387,3.8359584372345816,3.7628304447687513,3.405233655018649,2.9781734884177227
37.71911111111111,34.31330900552004,4.374587521676072,4.122059100459513,3.9379429757743596,3.8442310909615394,3.466609946231254,2.9405980752736687
35.64133333333333,32.23553122774226,4.109692616377948,4.138774393948914,3.9858294585209,3.8879514992883912,3.5463333968739192,2.901223643254061
35.68533333333333,32.27953122774227,4.115302155548968,4.129028527914416,3.9870051952663412,3.8969720915714845,3.621249075812939,2.852058015590493
34.12622222222222,30.72042011663115,3.916531818054674,3.9949095459164137,3.9241032793852546,3.894246648802535,3.6716187712278625,2.798257435359355
